ID,Token Address,Purchase Price,Purchase Timestamp
row_1,83mCRQJzvKMeQd9wJbZDUCTPgRbZMDoPdMSx5Sf1pump,0.00138,"2025-05-05 9:14:22
"
,AFMyfmGLmZ7VGfqbQ3aUaHtNQnH3mE4T1foJyimppump,0.000181,"2025-05-05 9:13:52
"
