Token Address,Purchase Price,Purchase Timestamp
0x905dfcd5649217c42684f23958568e533c711aa3,0.00138,2025-05-05 9:14:22
0x905dfcd5649217c42684f23958568e533c711aa3,0.000181,2025-05-05 9:13:52
